17142,0.206151
17197,0.153125
17252,0.114844
17307,0.157838
17362,0.114844
17417,0.153125
17472,0.121056
17527,0.232856
17582,0.195197
17637,0.153125
17692,0.191406
17747,0.162414
17802,0.138025
17857,0.157838
17912,0.191406
17967,0.121056
18022,0.085599
18077,0.171199
18132,0.153125
18187,0.121056
18242,0.114844
18297,0.195197
18352,0.121056
18407,0.121056
18462,0.085599
18517,0.191406
18572,0.153125
18627,0.232856
18682,0.085599
18737,0.121056
18792,0.157838
18847,0.121056
18902,0.223216
18957,0.114844
19012,0.121056
19067,0.076563
19122,0.121056
19177,0.157838
19232,0.114844
19287,0.121056
19342,0.157838
19397,0.114844
19452,0.085599
19507,0.038281
19562,0.191406
19617,0.076563
19672,0.153125
19727,0.153125
19782,0.171199
19837,0.138025
19892,0.138025
19947,0.195197
20002,0.191406
20057,0.138025
20112,0.191406
20167,0.076563
20222,0.121056
20277,0.121056
20332,0.138025
20387,0.157838
20442,0.138025
20497,0.076563
20552,0.138025
20607,0.114844
20662,0.232856
20717,0.121056
20772,0.270689
20827,0.085599
20882,0.153125
20937,0.121056
20992,0.121056
21047,0.191406
21102,0.121056
21157,0.191406
21212,0.114844
21267,0.153125
21322,0.085599
21377,0.153125
21432,0.153125
21487,0.038281
21542,0.114844
21597,0.191406
